CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	avgDeltaSNP	maxGprime	meanGprime	sdGprime	AUCaT	meanPval	meanQval
C2	1	50681052	52886547	2205495	21897	9928	0.0579568561019619	0.0419635382706816	3.79437041044368	3.31163647201323	0.303779741094934	1600046.82206724	3.42150514844305e-05	0.000234428377872125
C3	1	21432791	24227229	2794438	28330	10138	0.100728551749657	0.0737760313664371	7.14201839741676	4.5553495796488	1.29554789914623	5806812.47585986	4.38305470822528e-05	0.000295820841604193
C3	2	29627565	33327660	3700095	35301	9541	0.0344095494919864	0.015965814435298	4.05623441030771	3.62689529191823	0.347872635401872	3601765.73067432	2.41142099894544e-05	0.000163723871204991
C3	3	50683702	56391226	5707524	52559	9209	0.0770184595991559	0.0670817458544374	3.95155413160466	3.41385243807153	0.357422252332527	4595903.80853966	2.85479108375753e-05	0.000197594362602357
C6	1	14074483	17914117	3839634	17971	4680	-0.0731749075554516	-0.00656607806632156	5.75224286444166	4.35525766269689	0.874219990954831	5874041.47691046	7.68996089015541e-06	5.3246410338839e-05
C6	2	19010102	34316934	15306832	133533	8724	0.112646974054672	0.0538648762269467	7.58605587614851	4.12816582097304	1.25435596564463	25223235.9477723	4.97503317710609e-05	0.000339023345688756
C7	1	26356975	40786049	14429074	139045	9636	0.030327308353852	0.0033413950679095	5.57142425378401	4.0035846277587	0.818446097022146	20299249.1966077	1.42604847803571e-05	9.79090220035408e-05
C8	1	1206655	7694701	6488046	45450	7005	-0.0580595203738951	-0.0105593918132331	4.66458114950326	3.62791924900842	0.467074473168618	7514692.41675372	3.24446120888453e-05	0.000219303047910017
C8	2	9525543	21339885	11814342	91065	7708	0.0567642247106241	0.00832136923825016	6.19607979940271	4.0332766940166	0.828150022428427	19127946.4755956	2.42933873170663e-05	0.000164395405873316
C9	1	10832657	15565212	4732555	55048	11632	0.119796741386616	0.0947613438720104	4.52227986612587	3.61310388681502	0.67437927510266	4660968.9069594	0.000200756494865862	0.00133619864637491
C9	2	47539958	48635364	1095406	11048	10086	0.0652364747514237	0.0631547485735582	2.90273507401246	2.78743661052362	0.0947096297601042	219890.149792803	0.00028466182162754	0.00193216908366429
C9	3	53793472	54678822	885350	9736	10997	0.0669113056502912	0.0636016157827041	3.40612376003888	3.05464801994255	0.232176735734701	388483.087129092	0.000123955639486967	0.000837209102169313
