GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0032774	P	RNA biosynthetic process	64	665	1040	37767	4.4e-17	3.8e-14	// A0A0D3EID7 // A0A0D2ZVR0 // A0A0D3CWX9 // A0A0D3CZB2 // A0A0D3CWL1 // A0A0D3D1M2 // A0A0D3CY04 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3EIB7 // A0A0D3CY86 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3CX87 // A0A0D3CVI9 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CZ52 // A0A0D3CYK5 // A0A0D3CZ13 // A0A0D3CYZ8 // A0A0D3CZ15 // A0A0D3D1C0 // A0A0D3D1E5 // A0A0D3CY01 // A0A0D3EI72 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3D1G4 // A0A0D3CXP3 // A0A0D3CXR9 // A0A0D3CZA5 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CVS7 // A0A0D3CX44 // A0A0D3CYR0 // A0A0D3EIG8 // A0A0D3CX45 // A0A0D3D1H8 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3CZ60 // A0A0D3CYN5 // A0A0D3CYN3 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CZ02 // A0A0D3D1S5 // A0A0D3EIE6 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3CXK9 // A0A0D3D1F7 // A0A0D3EI91 // A0A0D3D151 // A0A0D3CZ64 // A0A0D3CYW2 // A0A0D3CY88 
GO:0006351	P	transcription, DNA-dependent	64	665	1039	37767	4.2e-17	3.8e-14	// A0A0D3EID7 // A0A0D2ZVR0 // A0A0D3CWX9 // A0A0D3CZB2 // A0A0D3CWL1 // A0A0D3D1M2 // A0A0D3CY04 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3EIB7 // A0A0D3CY86 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3CX87 // A0A0D3CVI9 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CZ52 // A0A0D3CYK5 // A0A0D3CZ13 // A0A0D3CYZ8 // A0A0D3CZ15 // A0A0D3D1C0 // A0A0D3D1E5 // A0A0D3CY01 // A0A0D3EI72 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3D1G4 // A0A0D3CXP3 // A0A0D3CXR9 // A0A0D3CZA5 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CVS7 // A0A0D3CX44 // A0A0D3CYR0 // A0A0D3EIG8 // A0A0D3CX45 // A0A0D3D1H8 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3CZ60 // A0A0D3CYN5 // A0A0D3CYN3 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CZ02 // A0A0D3D1S5 // A0A0D3EIE6 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3CXK9 // A0A0D3D1F7 // A0A0D3EI91 // A0A0D3D151 // A0A0D3CZ64 // A0A0D3CYW2 // A0A0D3CY88 
GO:0016070	P	RNA metabolic process	78	665	1657	37767	1.8e-14	1e-11	// A0A0D3EID7 // A0A0D3CVS7 // A0A0D2ZVR0 // A0A0D3CWX9 // A0A0D3CZB2 // A0A0D3CWI9 // A0A0D3CWL1 // A0A0D3D1M2 // A0A0D3D1P6 // A0A0D3CY04 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3EI91 // A0A0D3EIB7 // A0A0D3CY86 // A0A0D3CY88 // A0A0D3D1T6 // A0A0D3CX87 // A0A0D3CVI9 // A0A0D3CXX5 // A0A0D3D1V4 // A0A0D3CZ52 // A0A0D3D1S5 // A0A0D3CYK5 // A0A0D3CZ13 // A0A0D3CYZ8 // A0A0D3CZ15 // A0A0D3D1C0 // A0A0D3D1E5 // A0A0D3CY01 // A0A0D3EI72 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3D1G4 // A0A0D3CXP3 // A0A0D3CZ64 // A0A0D3CXR9 // A0A0D3CZA5 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CYE8 // A0A0D3CYR3 // A0A0D3CX44 // A0A0D3D1H2 // A0A0D3CYR0 // A0A0D3EIB8 // A0A0D3EIG8 // A0A0D3CX45 // A0A0D3D1H8 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3CVJ4 // A0A0D3CYP4 // A0A0D3CWH1 // A0A0D3EIG1 // A0A0D3CZ60 // A0A0D3CYN5 // A0A0D3CYN3 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CWW8 // A0A0D3CZ02 // A0A0D3D197 // A0A0D3EIE6 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3CXK9 // A0A0D3D1F7 // A0A0D3D1B9 // A0A0D3D151 // A0A0D3CZB6 // A0A0D3EID1 // A0A0D3D1U7 // A0A0D3CYW2 // A0A0D3D138 
GO:0045893	P	positive regulation of transcription, DNA-dependent	8	665	22	37767	3.2e-08	1.1e-05	// A0A0D3EID7 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CXX5 // A0A0D3EIB3 // A0A0D3CZ64 // A0A0D3CY86 
GO:0005975	P	carbohydrate metabolic process	41	665	866	37767	3.3e-08	1.1e-05	// A0A0D3CYU7 // A0A0D3CWE6 // A0A0D3BA47 // A0A0D3CXX9 // A0A0D3CVK4 // A0A0D3CYS0 // A0A0D3CVT0 // A0A0D3CVT1 // A0A0D3CY84 // A0A0D3CY66 // A0A0D3CYZ9 // A0A0D3CYK0 // A0A0D3CYK2 // A0A0D3CY06 // A0A0D3D148 // A0A0D3CYE3 // A0A0D3EI97 // A0A0D3CVJ2 // A0A0D3CXR1 // A0A0D3CYR2 // A0A0D3D1K6 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3CVJ5 // A0A0D3CVS9 // A0A0D3CVH6 // A0A0D3CX03 // A0A0D3CXZ2 // A0A0D3CWW7 // A0A0D3D1L8 // A0A0D3CY78 // A0A0D3CYH4 // A0A0D3CZ04 // A0A0D3D1B1 // A0A0D3CX81 // A0A0D3CY36 // A0A0D3D1F5 // A0A0D3EIC1 // A0A0D3CWC9 // A0A0D3CXS1 // A0A0D3CXS0 
GO:0051254	P	positive regulation of RNA metabolic process	8	665	23	37767	4.3e-08	1.2e-05	// A0A0D3EID7 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CXX5 // A0A0D3EIB3 // A0A0D3CZ64 // A0A0D3CY86 
GO:0006355	P	regulation of transcription, DNA-dependent	44	665	987	37767	5.3e-08	1.3e-05	// A0A0D3EID7 // A0A0D2ZVR0 // A0A0D3CZB2 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3CWX9 // A0A0D3CY86 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CZ15 // A0A0D3CY01 // A0A0D3CVI9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3CY04 // A0A0D3CXP3 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CVS7 // A0A0D3CYR0 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3D1S5 // A0A0D3CZ64 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CX45 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3D1F7 // A0A0D3CX87 // A0A0D3D151 // A0A0D3CYW2 // A0A0D3CY88 
GO:0051252	P	regulation of RNA metabolic process	44	665	996	37767	6.8e-08	1.5e-05	// A0A0D3EID7 // A0A0D2ZVR0 // A0A0D3CZB2 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3CWX9 // A0A0D3CY86 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CZ15 // A0A0D3CY01 // A0A0D3CVI9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3CY04 // A0A0D3CXP3 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CVS7 // A0A0D3CYR0 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3D1S5 // A0A0D3CZ64 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CX45 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3D1F7 // A0A0D3CX87 // A0A0D3D151 // A0A0D3CYW2 // A0A0D3CY88 
GO:0048522	P	positive regulation of cellular process	16	665	163	37767	1.1e-07	2.1e-05	// A0A0D3EID7 // A0A0D3CVL3 // A0A0D3D1G3 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CYP4 // A0A0D3CXX5 // A0A0D3CVH6 // A0A0D3EIB3 // A0A0D3CVI6 // A0A0D3CZ64 // A0A0D3CY86 // A0A0D3EI65 // A0A0D3D1T5 // A0A0D3CY75 
GO:0006139	P	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	96	665	3198	37767	3.3e-07	5.2e-05	// A0A0D3D1S3 // A0A0D3CWP9 // A0A0D3EIB3 // A0A0D3CWX9 // A0A0D3EIB8 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CYK5 // A0A0D3CZ02 // A0A0D3CXP3 // A0A0D3CYR3 // A0A0D3CYR2 // A0A0D3CYR0 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3D1F7 // A0A0D3CX87 // A0A0D3D138 // A0A0D3EIB7 // A0A0D3D184 // A0A0D3D1T6 // A0A0D3CZ52 // A0A0D3CYZ8 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3D1G4 // A0A0D3CYE8 // A0A0D3EIG8 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3CYP4 // A0A0D3CZ60 // A0A0D3CWL1 // A0A0D3CZ64 // A0A0D3EIG1 // A0A0D3D197 // A0A0D3D1U7 // A0A0D2ZVR0 // A0A0D3D1M2 // A0A0D3D1R6 // A0A0D3CY86 // A0A0D3CY88 // A0A0D3CVI9 // A0A0D3D1E5 // A0A0D3D1E4 // A0A0D3CY01 // A0A0D3CY04 // A0A0D3CYG6 // A0A0D3EI91 // A0A0D3D164 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3CVJ4 // A0A0D3D1S5 // A0A0D3CYN5 // A0A0D3CZA5 // A0A0D3CWJ3 // A0A0D3CZA9 // A0A0D3CX44 // A0A0D3CX45 // A0A0D3D1B1 // A0A0D3CY35 // A0A0D3D1B9 // A0A0D3CYW2 // A0A0D3EID7 // A0A0D3CWI9 // A0A0D3EID1 // A0A0D3CWI3 // A0A0D3D1P5 // A0A0D3D1P6 // A0A0D3CZB6 // A0A0D3CZB0 // A0A0D3CZB2 // A0A0D3EI72 // A0A0D3CZ13 // A0A0D3CZ15 // A0A0D3D1C0 // A0A0D3CZ98 // A0A0D3CXR9 // A0A0D3CZ93 // A0A0D3D141 // A0A0D3CZ96 // A0A0D3CVS7 // A0A0D3D1H2 // A0A0D3CVS3 // A0A0D3CVS2 // A0A0D3D1H8 // A0A0D3D1Q5 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3CX26 // A0A0D3CVL4 // A0A0D3CY51 // A0A0D3CXK9 // A0A0D3D151 // A0A0D3CYN3 
